content,positive_prob,negative_prob,sentiment_class
之前来过几次武大，不过次是第一次爬上珞珈山，并且如愿找到了陈东升大学毕业之际在珞珈山顶上刻下的“始”字；第一次知道了武大还有周总理的故居，感受到1938年的周总理眼神之坚定、气概之不凡、英气十足；第一次走进万林艺术博物馆，第一次来到雷军科技楼楼下... ，伴随秋末冬初的暖阳和黄橙橙的梧桐 ...全文,0.999695,0.000304946,2
还得是周末的珞珈山人民公园 武汉·武汉大学教五楼 ,0.793803,0.206197,2
比起温柔负责的好爸爸，现代pa的帝皇更给我一种，有一天佩图拉博和珞珈两个不同班级的初中生同一天开家长会，然后他因为忙着去陪荷鲁斯，让佩图拉博和珞珈两个互相去对方的班级开的感觉 ,0.993767,0.00623293,2
珞珈山下度过了11月的最后一天 12🈷️你好👋 ,0.981307,0.0186925,2
to be continued 深秋的珞珈山抬头就是惊喜 感谢20°C的阳光 ,0.0,0.0,-1
武汉大学  江城多山，珞珈独秀 武汉·珞珈山 ,0.988284,0.0117163,2
我确实想念珞珈山 ,0.999623,0.000377196,2
巴林左旗图书馆超星名师线上讲座推介（第170期）| 《陶渊明集》——日常生活的诗  与366位名师相约 每天30分钟一讲座 把你的思维带到未曾去过的地方  第170期 《陶渊明集》——日常生活的诗 钟书林 | 武汉大学教授  陶渊明是最早有意识地将自己的日常生活状态写入文学作品的诗人，他的诗和生活完全达成 ...全文,0.0,0.0,-1
珞珈之秋 止語庭除的微博视频 ,0.846914,0.153086,2
前往雷军科技楼，参与武大校友珞珈论坛！#朱志国# #雷军# #武汉大学# 萌娃历险记的微博视频 ,0.999091,0.000908497,2
近日，在武汉大学131周年校庆的“第十届珞珈论坛”上，窦文涛提到，去年学校130周年庆典时，他未能到场，因此受到了一些人的质疑。他解释道，原本计划参加，但在看了相关报道后感到害怕，担心自己的财富不足以应对场面，特别是感觉远远不够。今年确认雷军不会出席后，他才鼓起勇气前来。#窦文涛# #雷军 ...全文,0.0,0.0,-1
住在5A级景区的快乐就是低头是桌子，抬头是层林尽染，还有小鸟天天开大会（《鸟的天堂》这篇课文还是保守了），时不时落在阳台看看人类在干嘛，被发现后又躲猫猫，过一会儿又来了🐦楼下偶尔传来游客的嘈杂声，足以证明周末的校园还有人类出没。原以为说我们住在山里是玩笑话，没想到周围真的是深不见 ...全文,0.450965,0.549035,1
【#校友华生捐建武汉大学珞珈书院#，此前曾捐建东南大学钟山书院】11月29日，武汉大学迎来131周年校庆日。在此期间，当选为武汉大学第十一届杰出校友的经济学家华生通过捐建珞珈书院的方式为母校献上贺礼。  华生于1997年就读于武汉大学，师从中国当代最有影响的经济学家之一董辅礽教授。“世上几百年 ...全文,0.994837,0.00516253,2
珞珈山很好 ,0.0,0.0,-1
珞珈山的秋意正浓  最后一个在珈过的秋天 好舍不得🥹 ,0.998224,0.00177617,2
等我长小了，一定好好学习考取武大 武汉·武汉大学 ,0.923023,0.0769773,2
【#窦文涛回应去年武大校庆没来#】#窦文涛说武大校庆雷军不来他才敢来#近日，湖北武汉。在武汉大学131周年校庆“第十届珞珈论坛”上，窦文涛说，去年武汉大学建校130周年，自己未曾回校，结果遭人质问。他解释说，本来是想来的，后来看了新闻，吓得不敢来了，觉得钱没挣够，而且是远远没挣够，今年打听 ...全文,0.0,0.0,-1
又是一年珞珈的秋🍂 (Dazz相机惊艳到我了 好有故事感的滤镜！！ ,0.998958,0.00104214,2
📍WuHan·武漢大学    江城多山，珞珈独秀； 山上有黉，武漢大学！ 武汉·武汉大学 ,0.990306,0.00969434,2
【#窦文涛回应去年武大校庆没来#】#窦文涛说武大校庆雷军不来他才敢来#近日，湖北武汉。在武汉大学131周年校庆“第十届珞珈论坛”上，窦文涛说，去年武汉大学建校130周年，自己未曾回校，结果遭人质问。他解释说，本来是想来的，后来看了新闻，吓得不敢来了，觉得钱没挣够，而且是远远没挣够，今年打听 ...全文,0.00139119,0.998609,0
又是一年珞珈的秋🍂 (Dazz相机惊艳到我了 好有故事感的滤镜！！ ,0.0,0.0,-1
📍WuHan·武漢大学    江城多山，珞珈独秀； 山上有黉，武漢大学！ 武汉·武汉大学 ,0.990306,0.00969434,2
#早安珞珈#  伸出双手，触摸初冬的晨光，让秋日余热温暖掌心。早安，愿新的一天如冬日天空般纯净美好 今日小编：马瑜聪 童嘉妮 今日责编：商家瑞 （摄影：陈慕紫） ,0.999425,0.000575504,2
一样地见缝插针、不惜红脸、“玩命”地争取上网《成长的岁月》//2.30 复制打开抖音，看看【Up UP的作品】雷军 毋需多言 珞珈山最闪耀的星 我的硬核科技之路... 网页链接 08/05 I@V.YZ nqe:/ ,0.0,0.0,-1
东湖之滨，珞珈山上，遇见武大《交河一万里》，本以为是敦煌为题，未曾想是以吐鲁番纸质残片为主，展品不多，人少好拍，打卡冬天里的校园 ,0.967941,0.0320594,2
香火很旺的普济寺，很美、很震撼的南海观音，接下来要去珞珈山、慧济寺、法雨寺和善财洞～ 舟山·普陀山风景名胜区 ,0.999628,0.00037158,2
珞珈的楷模！他们不仅是武大校训精神的践行者与传承者，在各自领域也书写着辉煌篇章；他们铭记师恩，回馈母校。11月29日，武汉大学在樱顶老图书馆隆重举行了第十一届杰出校友表彰大会。（视频：宋昆）武汉大学131周年校庆 #珞珈榜样# #杰出校友# 萌娃历险记的微博视频 ,0.999898,0.000101574,2
收到私信被说一模考的很好的时候我下意识要反驳418对当时的我来说是非常糟糕的分数。首考前觉得考不到425就摸不到浙大三一的好专业，考不到420就连正常专业都危险，考不到415就彻底完蛋第二个学期将会生不如死。当时特别想去浙大，尤其想去ckc学金融，所以认为首考会决定我未来的专业乃至人生的方向。 ...全文,0.133457,0.866543,0
#4+2 by will#  ：泉州晋江的深沪湾至衙口施琅故居。  1-晋江的路，红绿灯少，路口却多，路口都安装限速。单向有三车道，电动车货车小车混行。高速却空荡荡没人走。和厦门相反，主路全程无红绿灯，辅路红绿灯多。到底是红绿灯有效率，还是路口测速有效率？  2-深沪渔港。浓厚的海边小镇味道，远洋渔船 ...全文,0.0,0.0,-1
虽然现在急切地想写完论文毕业，但想到以后就见不到珞珈山斑斓的秋天了，还是有点舍不得 ,0.984155,0.0158453,2
*山民游记020 十一月和秋天都是彩色的 -下午四点的阳光是柔软的，从渐黄的银杏里穿过，远处小狗忽闪着大眼睛哒哒地朝你跑来。 -尽管冒着寒风在骑车，但眼前的景色总想让人放慢速度，记录下漫山遍野的橙黄橘绿。 综上，秋天的珞珈山是个形容词。已有预感，在草坪上晒太阳发呆将会成为离开学校之后最想念 ...全文,0.999644,0.000355817,2
江城多山，珞珈独秀；山上有黉，武汉大学 （照片是今天志愿者👧分享的） ,0.0,0.0,-1
珞珈山下凌波门 ｜ 梧桐树上秋意尽                                           ——与武大的初次见面 武汉·国立武汉大学 ,0.971753,0.0282472,2
新闻上说，今天珞珈山大学科创港校区开工了。 ,0.311745,0.688255,0
📍很喜欢珞珈路这个名字 ,0.999971,2.87256e-05,2
又是一年珞珈的秋，芒果两岁半了 ,0.976096,0.0239035,2
发布了头条文章：《珞珈山上的“中国最美大学”，今天131岁了！》  珞珈山上的“中国最美大学”，今天131岁了！ ,0.0,0.0,-1
#ddbbd# 昨天是武大131周年校庆，130周年的盛典还历历在目，怎么这么快就一年了 校庆前一天参加了天壕珞珈新闻奖颁奖典礼和座谈会，让我第一次走进行政楼里面了哈哈哈半天找不到会议室，也第一次和校长校友面对面，还给我颁奖了就算是给我在融媒体的三年画上了圆满的句号！#大家庭大四了# ,0.0,0.0,-1
珞珈山人民公园🍂 武汉·国立武汉大学 ,0.949984,0.0500156,2
好玩（除了奸计没有得逞） 洒金珞珈山的阳光真的很美 ,0.995578,0.00442157,2
今天的天气真是太太太太完美了！ 宜 光合作用 草坪打滚 爬珞珈山 看层林尽染 ,0.0,0.0,-1
珞珈山康毅唠叨 珞珈山康毅的微博视频 ,0.6675,0.3325,2
11月28日，以“培育新质生产力 坚定高质量战略转型”为主题的武汉大学校友企业家论坛在武汉大学雷军科技楼举行。陈东升、毛振华、阮立平、周旭洲、田源、黄山、李健、袁雄等武汉大学校友企业家大咖齐聚珞珈山，畅谈新质生产力赋能高质量战略转型。 陈东升：人生是场永不停歇的拳击赛 企业从来都是面对选择 ,0.998188,0.00181231,2
珞珈的秋 就这样一直沐浴在阳光里吧 ,0.0,0.0,-1
【转给不爱吃蔬菜的ta！#9图看懂宝藏蔬菜的优点#】据健康中国： 蔬菜普遍含有维生素、矿物质、膳食纤维和植物化学物 能量较低 能增进食欲、帮助消化 满足营养素的需要、保持肠道正常功能以及降低慢性疾病 #国家卫健委科普蔬菜的价值#快来和小武一起看看↓↓一起吃得更 ...全文,0.95328,0.0467201,2
【收藏！#2024年中国好书推荐书单#】《女兵方队》展现大阅兵中女兵方队的飒爽英姿；《医师跑者的智慧》帮助跑步爱好者科学、健康地享受运动的乐趣；《“从无穷小到无穷大”》探秘粒子之微和宇宙之大…… #中国好书10月推荐书目#公布↓↓↓冬日时光，阅读暖心！ 和小武一起来看吧 ...全文,0.999687,0.000313348,2
珞珈的秋 武汉·珞珈山 ,0.958291,0.0417091,2
#珞珈点歌台# 武汉大学校歌 “东湖之滨，珞珈山上 这是我们亲爱的学堂 百年沧桑，弘毅自强 根深叶茂育桃李，满园芬芳 啊，美丽的珞珈山 多少雄鹰竞翱翔，竞翱翔” 今天是#武汉大学131周年校庆#  在这个特殊的日子 和小武一起唱响对珞珈山的爱吧 （摄影：高雨欣） ,0.999369,0.000631398,2
珞珈山人民公园 武汉·国立武汉大学 玩索的微博视频 ,0.0,0.0,-1
PlayStation官方发布《荒野起源》预告 腾讯北极光工作室开发的开放世界生存建造游戏《荒野：起源》正式公布！PlayStation官方也发布了首支宣传片，并表示未来将会和《荒野：起源》有更多合作，后续也会登陆PS5主机。 《荒野起源》即将开放移动端首测招募，Steam页面已于昨日上线，是手机/PC/PS多平台游 ...全文,0.990029,0.00997096,2
回到珞珈山的坏处是 点外卖要纠结二十分钟 （因为真的好难吃啊啊啊啊啊啊 ,0.015519,0.984481,0
珞珈山-紫竹林-不肯去观音寺-南海观音-观音法界 ,0.0,0.0,-1
二十、不到三十年，各种元宇宙，各种ai教育资源web3开源.，这些大学校园会不会改变用途//@I2.58 复制打开抖音，看看【蹇宏（Jiǎn Hóng）的作品】捐建珞珈书院，华生校友大手笔 # 武汉大学# 武大... 网页链接 u@F.hb FUl:/ 06/20 ,0.0,0.0,-1
【上海法院实务专家组团式进高校系列巡讲活动开启】  近日，上海法院实务专家组团式进高校系列巡讲启动活动第一场在武汉大学举行。  中国法学会党组成员、学术委员会主任，教育部社会科学委员会法学学部召集人张文显，武汉大学党委书记黄泰岩出席活动并致辞。上海市高级人民法院党组书记、院长、二级大 ...全文,0.974665,0.0253349,2
珞珈山 舟山·洛伽山 ,0.929723,0.0702771,2
这辈子就是不停上山，爬完岳麓山爬珞珈山 ,0.0,0.0,-1
#寻美周口# 【#小黑熊没烦恼爱上穿袈裟#】近日，河南周口野生动物园的饲养员为小黑熊“没烦恼”买了一件“袈裟”，想不到小家伙穿上以后秒变“珞珈山守护使”，怎么也不肯脱下来！网友：#黑熊爱穿袈裟是有传承的吗#？#周口热搜# 半月谈的微博视频   周口 ,0.995259,0.00474145,2
高考完的暑假 是我离曾经的梦想最近的一次 我一定要去武汉 所以我来了 也踏入了武大的大门 只记得那天 太阳很大 天很热 拍出来的每一张照片  无一不表现出生气 珞珈山真的很美 如果在樱花开放的季节 可谓是仙境 珞珈 珞珈 珞珈 一个高三天天挂在嘴边记在心里的地方 想上武大的目标支撑着我熬过了高三一 ...全文,0.999297,0.000703128,2
125-131 转眼已看过珞珈山的七个秋天，这一季也是学生时代的最后一次了。 ,0.0,0.0,-1
125-131 转眼已看过珞珈山的七个秋天，这一季也是学生时代的最后一次了。 ,0.899632,0.100368,2
离开学校的第五个月 想她 🥺 #武汉大学131周年校庆# ,0.998712,0.00128838,2
【亲爱的武大，131岁生日快乐！】精彩“珈”园，走过一百三十一载的武大，校园里的每一处都见证了珞珈学子的多彩青春。点击下列图片，戳全文↓↓网页链接 和小武一起翻开记忆图册吧#武大快递##武汉大学131周年校庆# ,0.0,0.0,-1
#武汉大学131周年校庆# 百卅又一，珞珈风华续章。当时光的长河蜿蜒至 2024 年，武汉大学迎来了 131 岁周年校庆。在这131周年之际，愿武大的校园永远充满青春的活力，愿每一位武大学子都能在知识的海洋中畅游，在未来的天空中展翅翱翔。武汉大学的微博视频 ,0.999956,4.37336e-05,2
【#武大校友华生捐建珞珈书院#】岁岁校庆，情归珞珈。11月28号，在武汉大学131岁生日之际，校友华生捐建珞珈书院，有望成为武大21世纪新的文化地标。华生于1997年就读于武汉大学，师从中国当代最有影响的经济学家之一董辅礽教授，是影响我国经济改革进程的几项重要变革——放调结合的价格双轨制以及整 ...全文,0.99617,0.00382987,2
🌤🌤🌤  半城烟火半城仙，原来泉州拜的&quot;神明&quot;，大多都是真人。#美好#  中国唯一一座漂浮在海上的寺庙  @泉州石狮珞珈寺#闽南# 泉州 ,0.0,0.0,-1
#武汉大学131岁生日快乐# 今天（11月29日），@武汉大学 迎来131周年校庆日。心系“珈”园的校友们这几天陆续回到武汉，与母校、校友们再叙同窗岁月，校友企业家论坛、杰出校友表彰仪式等吸引海内外的武大人齐聚一堂，更有校友捐建珞珈书院为武汉大学131岁生日献上隆重厚礼！ 长江云新闻的微博视频 ...全文,0.999626,0.000374057,2
#珞珈分享站# 距离全国硕士研究生考试已不足一月，小武为大家准备了一份300条的英语语法资料，点击收藏！立马学习（via：@VOA英文口语 ） ,0.979945,0.0200554,2
武大131岁生日收到校友大礼！  长江云新闻   2024年11月29日 17:18 湖北 听全文  ￼  长江云新闻  云开见世界  635篇原创内容  公众号  长江云新闻记者 王宇 今天（11月29日），武汉大学迎来131周年校庆日。心系“珈”园的校友们这几天陆续回到武汉，与母校、校友们再叙同窗岁月，校友企业家论坛、杰出 ...全文,0.0,0.0,-1
【雷军武大校庆豪捐13亿吓坏窦文涛，喊话陈东升做好未捐款校友的心理辅导】今日，武汉大学迎来131周年校庆，在“第十届珞珈论坛”上，著名媒体人窦文涛自嘲没有向母校捐款，不敢光明正大回校，“我只敢半夜12点悄悄一个人溜进来，在樱花大道底下转一圈，黯然离去”。  窦文涛说，去年武汉大学建校130周 ...全文,0.453964,0.546036,1
有点想念珞珈山色彩斑斓的秋了 ,0.996919,0.00308079,2
朋友圈满屏的生日快乐，让我知道我们都是珞珈山最最最最幸福的小孩 ,0.0,0.0,-1
火焰山高温少雨的自然环境为今人留下珍贵的千年一瞬：文书、食物、木偶、壁画，鲜活呈现吐鲁番先民真实的生活场景——“交河一万里——吐鲁番丝路文物文书特展”下月闭展。节假日双休日市民无需预约，凭身份证从珞珈门、弘毅门步行进入@武汉大学 万林博物馆#走进博物馆# 武汉·武汉大学万林艺术博物馆 ,0.99066,0.00934007,2
【武大校友再捐新大楼，今日启用！】珞珈山为何永远年轻？因为她的孩子始终心向珈的方向！武大杰出校友于刚、宋晓于2019年向学校捐赠800万美元用以建设电子信息教学科研大楼（于刚·宋晓楼），设置有教学、科研、综合业务以及一系列实验技术功能区。历时1083天建设2年11个月，于刚·宋晓楼今日正式启用！ ...全文,0.984126,0.0158744,2
#科技武昌# 【这个科技论坛，在武昌举行！】11月27日，第四届珞珈山街“科技创新在珞珈”论坛在武汉市武昌区举行。论坛以“加快推动环大学创新发展带建设，促进科技成果就地转化和产业化”为主题，吸引来自政产学研多方代表齐聚一堂，共同探讨科技创新与成果转化新路径。这个科技论坛，在武昌举行！ ,0.0,0.0,-1
珞珈深秋🍁 武汉·国立武汉大学 ,0.965128,0.034872,2
太久没吃到好吃的火锅、看到好看的猫了，脑子里总冒出一些前尘旧梦般的回忆。 六月的照片捂到现在刚刚好。 珞珈山往事就是最灿烂的背景，多少年也不愿苏醒。 ,0.995264,0.00473552,2
天天过得都不知道今天是哪天了，反正赶一天是一天，就和小崽子说的一样，期盼周五的到来，迎接周末！上周第二门本科生课度过了最艰难的两次课，今晚又是一次课，下周再补一次就结束了，三节连上到最后真是口干舌燥。最近三周还有每周两个半天的博士课，汇总下来忙个不停，能有两天的喘息的时间，心里暗 ...全文,0.0,0.0,-1
【今天，回家！转发传递，#接英雄回家#】11月28日中韩双方将交接第十一批在韩中国人民志愿军烈士遗骸。山河如愿英雄归来，和小武一起接志愿军烈士回家！（via:人民日报）#珞珈分享站# ,0.995673,0.00432697,2
经常在小红书上刷到“大学生多卷”的帖子，为了刷绩点，争保研，拼命卷。  昨天听岩中花述，鲁豫对话袁源，她讲到她的大学生活，有很多时间都在珞珈山上独自漫步，在图书馆读文学作品。我听得觉得又浪漫又自在，因为我懂得这种无目的地散步和读书是多么来之不易。  我想到了我的大学生活，那会还没这么 ...全文,0.996035,0.00396544,2
11.28 晚评 如期冲高回落，明天大盘怎么走？ 今天大盘回踩 3293 附近 冲到 3319 之后小幅回落维持震荡，小幅放量 317 亿，但是整体量能还是在 15000 以下。 昨天我们给了短期 3325 压力，并提到今天要注意冲高回落，因为目前整个市场还是偏弱，资金积极性不高。 那么明天大盘会怎么走呢？ 我们之前给的 ...全文,0.0,0.0,-1
#活动预告#  🌱“诗意珞珈”第六届华中高校诗词大会就要开始啦！如果你也热爱诗词，欢迎扫描下方二维码踊跃报名！🌻 ,0.999709,0.000291445,2
#武大快递# 【珞珈沃土育英才】擦亮中外合作办学“金名片”！近日，在武汉大学与邓迪大学的共同努力下，武汉大学建筑学中外合作办学项目进入了新的发展阶段。武汉大学城市设计学院与邓迪大学艺术与设计学院每年轮流举办国际建筑设计工作坊，促进师生跨地域交流，激发创新思维。同时，学院采取校内校外 ...全文,0.968535,0.031465,2
#武汉之旅 武汉大学 在武汉的第三天，因下雨，我无法按照原定的计划路线进行，只能挑武汉大学进行。心里想着下雨天的校园没有什么人，适合雨天散步。 到达武汉大学的珞珈门，很方便用身份证就可以直接进去，也不需要预约。进门后往左边走，迎面而来是武汉大学的校门牌“国立武汉大学”，再沿着通道就能 ...全文,0.0,0.0,-1
滴，珞珈卡 建在珞珈山上，面对着东湖的武大真的很美，是我想象中大学的样子。校园很大，有樱花有草坪，学生们坐在草坪上吃东西，或者玩游戏，晚上可以骑双人自行车环湖看夜景，充满青春活力🤓 ,0.999925,7.51174e-05,2
一日一城挑战：武大，珞珈节🌸 武汉·武汉大学 ,0.96727,0.03273,2
#武大校友企业在湖北投资5年超6000亿元# 11月28日，武大校友企业家论坛，湖北省商务厅厅长龙小红介绍，武汉大学是湖北闪亮的金名片，近五年武大校友企业在湖北签约投资超过6000亿，成为湖北经济发展的生力军。  武大校友为湖北经济发展，提供了坚实的人才、智力和创新支撑。今年李德仁院士荣获国家最高 ...全文,0.0,0.0,-1
好喜欢WHU好喜欢教五的草坪好喜欢银杏好喜欢珞珈的秋天 走在学校里深刻感觉到回珈真的是做的一件非常正确的事情！ ,0.0,0.0,-1
🛍双十二活动4⃣ lilian莉莉安💓活动来啦😽  138/副 188/2副 228/3副 258/4副 喜欢蓝不绿🌏的姐妹🉑冲 历史最低 同价双十一❗ 纯净款天目&amp;珞珈🔥 喜欢混血款的宝看下爵士和多纳🥂 蓝不绿 巧不巧 必入款 超经典 ,0.999454,0.000545772,2
#武大校友捐赠新大楼今日启用# 珞珈山为何永远年轻？因为她的孩子始终心向珈的方向，武大杰出校友于刚、宋晓捐赠的电子信息教学科研大楼（于刚·宋晓楼）建设历时1083天今日，正式启用！ 武大校友再捐新大楼，今日启用！ ,0.99036,0.00964001,2
好喜欢WHU好喜欢教五的草坪好喜欢银杏好喜欢珞珈的秋天 走在学校里深刻感觉到回珈真的是做的一件非常正确的事情！ ,0.999992,7.641e-06,2
🛍双十二活动4⃣ lilian莉莉安💓活动来啦😽  138/副 188/2副 228/3副 258/4副 喜欢蓝不绿🌏的姐妹🉑冲 历史最低 同价双十一❗ 纯净款天目&amp;珞珈🔥 喜欢混血款的宝看下爵士和多纳🥂 蓝不绿 巧不巧 必入款 超经典 ,0.999454,0.000545772,2
#武大校友捐赠新大楼今日启用# 珞珈山为何永远年轻？因为她的孩子始终心向珈的方向，武大杰出校友于刚、宋晓捐赠的电子信息教学科研大楼（于刚·宋晓楼）建设历时1083天今日，正式启用！ 武大校友再捐新大楼，今日启用！ ,0.99036,0.00964001,2
#珞珈分享站# 【#6个症状说明你的血压可能超标#】高血压可引发中风、冠心病等一系列并发症。世界卫生组织数据显示，我国高血压诊断率为 52%，治疗率为39%，治疗达标率仅为16%，这意味着#近八成患者无法管好高血压#，让其心脑肾等重要器官处于危险之中。若能监测并管理好血压水平，有助减少相关并发症出 ...全文,0.454382,0.545618,1
【洞悉审判前沿，3场实务讲座武大校园精彩接连呈现！】11月24日至25日，上海高院党组书记、院长、二级大法官贾宇在武汉大学“珞珈讲坛”开启首讲后，@上海三中院 党组书记、院长、一级高级法官席建林，@上海金融法院 审判委员会专职委员、三级高级法官符望，@上海浦东新区法院 党组副书记、副院长、三 ...全文,0.0,0.0,-1
🌟“法治珞珈·国家宪法日”主题征文比赛🌟 【征文主题】   弘扬宪法精神，维护宪法权威 【征文对象】   武汉大学全体在籍学生 【内容要求】 1.投稿体裁：不限体裁，论文、散文、小说、戏剧等均可。 2.内容要求：稿件内容应紧扣“弘扬宪法精神，维护宪法权威”主题，体现社会主义核心价值观。 3.字 ...全文,0.980176,0.0198238,2
#珞珈趣谈#  晚秋叶舞金风里，天高云淡心自清。 枫林如火照晴空，岁月静好情更真。  （图片via.黄语嫣） （文字via.祁盛 高庾宸） ,0.990503,0.00949683,2
古风   《沁园春.贺武大校庆》 天幸江城，道缘珞珈，黉序百秋。 想时忧国运，自强山下；漫寻世理，兴会潮头。 沐雨经风，凌云向日，不负韶华志满踌。 再回首，是寒光散尽，诗卷长留。 思如浪里轻舟。为真理、诸生总渴求。 看鸿儒云集，芝兰俊逸；群才辈出，师道清遒。 秋桂冬梅，春樱夏雨，色 ...全文,0.998666,0.00133376,2
珞珈康海2 ,0.958768,0.0412319,2
11.27 晚评 洗盘结束了？ 今天大盘早盘回踩 3227 之后一路震荡上行，收盘也收在了 3300 上方，量能也较昨日放了 1538 亿，来到了 14587 亿。 那么昨天我们就提到大盘依然有震荡下行风险，强支撑 3220.3200，今天几乎在空间上就要踩到位，并且周一我们就提到变盘时间窗口在周三或者周四，本来预计今天回 ...全文,0.249972,0.750028,0
11.27 晚评 洗盘结束了？ 今天大盘早盘回踩 3227 之后一路震荡上行，收盘也收在了 3300 上方，量能也较昨日放了 1538 亿，来到了 14587 亿。 那么昨天我们就提到大盘依然有震荡下行风险，强支撑 3220.3200，今天几乎在空间上就要踩到位，并且周一我们就提到变盘时间窗口在周三或者周四，本来预计今天回 ...全文,0.249972,0.750028,0
三年前，我翻墙进了珞珈山  ,0.982059,0.017941,2
21层楼高 俯瞰 珞珈山校园与武汉城市风景 实乃壮观秀丽 武汉 ,0.996441,0.00355931,2
#珞珈点歌台# 化作风去远方-吴莫愁Momo-  “记得你年少的模样 向往明天和远方 勇敢的守候黑夜到天亮 别忘记儿时的梦想 曾经许下的愿望 我会一直在你的身旁” 勇敢的去远方，奔赴自己的梦想吧 （摄影：王鑫） ,0.0,0.0,-1
老师们都还在加速给同学们批改作文哈，作文分数出来的同学，可以把成绩登记下来，连续5次上榜，可以获得珞珈樱花粉熊 本年度北京大学MBA 武汉大学MBA的笔试状元会不会是咱们林晨考研的学员~ ,0.999577,0.000422739,2
老师们都还在加速给同学们批改作文哈，作文分数出来的同学，可以把成绩登记下来，连续5次上榜，可以获得珞珈樱花粉熊🤣本年度北京大学MBA 武汉大学MBA的笔试状元会不会是咱们林晨考研的学员哈 ,0.99986,0.000139968,2
回，珞珈，别来无恙 武汉·湖北省环境科学研究院 ,0.0,0.0,-1
【携手共建清朗有序的网络空间】为净化网络环境，有效遏制网络谣言传播，11月27日，武昌公安分局组织民辅警到洪山宾馆、东湖路珞珈山酒店、绿地铭创写字楼璞廷酒店管理公司等单位开展打击网络谣言宣传活动，主要针对谣言识别、内容判断、交叉求证等网络谣言方面开展普法宣传。提醒广大网民务必提高警惕 ...全文,0.589714,0.410286,2
盘点武汉和青岛相似度极高的那些打卡地！  食玩君来盘点一下武汉和青岛的那些高度相似的地方  1.武大樱花vs青岛樱花  青岛的樱花在上世纪三十年代就已盛名远播，正好也与我们的珞珈山并列为两大赏樱胜地。  2.五国租界江汉路vs青岛德租界  江汉路曾作为英、德、俄、法、日五国租界，在建筑风格上也和上 ...全文,0.997995,0.00200459,2
#珞珈趣谈# 阳光正好，年岁未老， 从午后出发， 只为晚霞，不为抵达。  （图片via.刘丹琦） （文字via.毛艺婷 王若仪） ,0.0,0.0,-1
小黑熊没烦恼爱上穿袈裟 近日，河南周口野生动物园的饲养员给小黑熊“没烦恼”添置了一件特别的“袈裟”。没想到，小家伙穿上后立刻化身“珞珈山守护者”，怎么也不愿意脱下！网友戏言：黑熊爱穿袈裟是有传承的吗 金毛治郁系的微博视频 ,0.899479,0.100521,2
#武汉大学##武汉大学研究生会##武大快递##武汉大学金秋国际文化节# 金秋时节，武大的校园变身成了真正的“世博会”！ 一场汇聚了全球文化的盛宴，在武汉大学璀璨绽放。11月23-24日，武汉大学第十七届珞珈金秋国际文化节在桂园操场举行。 从亚洲的山川河流，到美洲的热带雨林，从非 ...全文,0.999819,0.000180888,2
🍁珞珈金秋国际艺术节 武汉·国立武汉大学 ,0.0,0.0,-1
关于房子品质的一些秘密（炒冷饭系列）         1.如果是一个大盘，会分很多期开盘，则第一期的工程质量，园林绿化，小区物业等品质因素都会非常不错的，而且会一直不错。原因是因为开发商还要继续卖房子，后面还有很多期要开，第一期有问题，对后面的几期是有影响的。         2.如果是一个大开发商（ ...全文,0.963102,0.0368976,2
🥰住珞珈山 下楼即享公园二十分钟效应。 ,0.829979,0.170021,2
久闻珞珈山，恍惚金陵感 一片惬意在于山水更在于建筑。 武汉·武汉大学珞珈山 ,0.0,0.0,-1
#珞珈点歌台#  “每个梦都像任意门 往不同世界 而你的故事 现在正是起点” 小武会陪伴你开启每一段新世界的旅途 （摄影：李宸雨） ,0.991111,0.00888873,2
走遍武汉 珞珈山#武汉生活# 武汉·长江崇文广场 ,0.99695,0.0030503,2
#珞珈趣谈#  湖畔红砖小屋，碧波映白墙，阳光和煦，每一刻都是浪漫风景画。  （图片via.朱浛睿） （文字via.杜依涵 韦嘉媛） ,0.988038,0.0119624,2
#珞珈点歌台#  “每个梦都像任意门 往不同世界 而你的故事 现在正是起点” 小武会陪伴你开启每一段新世界的旅途 （摄影：李宸雨） ,0.991111,0.00888873,2
走遍武汉 珞珈山#武汉生活# 武汉·长江崇文广场 ,0.0,0.0,-1
#珞珈趣谈#  湖畔红砖小屋，碧波映白墙，阳光和煦，每一刻都是浪漫风景画。  （图片via.朱浛睿） （文字via.杜依涵 韦嘉媛） ,0.988038,0.0119624,2
【早识别能救命！#14个癌症早期信号一定要知道#】防癌体检怎么做？哪些危险因素可能导致癌症发生？远离癌症这些你应知道↓↓科学防治，快来和小武一起转存了解 （via：@人民日报 ）#珞珈分享站# ,0.0558575,0.944143,0
🌿🌿拥有一座山的大学不少，如浙大的老和山、武大的珞珈山、华科的喻家山。然而，像浙师大这样，拥有两座山的，却不多见；而层叠排布的两座山，更为罕见。  有一本书《第二座山》，作者是大卫·布鲁克斯。他曾出版过畅销书《成为更好的你》，同时也是《纽约时报》专栏作家、知名评论家。这本书是他 ...全文,0.0,0.0,-1
#十大珞珈风云学子#  2024年度珞珈风云学子20强，有你有我，即为江湖。 感谢大家对武汉大学辩论队的支持也希望各位校友能够继续为小煌投上宝贵的一票呀！ 投票方法及链接如下⬇️  以唇为剑，以舌为枪。 少年意气，为真理而鸣。 ,0.0,0.0,-1
